Date,Name,Symbol,High,Low,Open,Close,Volume,Marketcap,Return,Change,Volatility,MA7,MA21,Momentum,MACD,Signal,Upper_band,Lower_band
2013-05-19 23:59:59,Bitcoin,BTC,124.5,119.5709991455078,123.21099853515624,121.98999786376952,0.0,1363204702.75,-0.01,-1.5080032348632812,8.471154628765078,118.70900072370257,117.15914263044085,115.76000213623048,-3.645461692418422,-5.658708652379494,137.20046595558415,97.11781930529756
2013-05-20 23:59:59,Bitcoin,BTC,123.62100219726562,120.12000274658205,122.5,122.0,0.0,1363709900.0,-0.004,0.01000213623048296,8.256357411141481,119.28328595842633,116.08580961681548,120.01499938964844,-3.142244936212691,-5.155415909146134,131.9464729171751,100.22514631645588
2013-05-21 23:59:59,Bitcoin,BTC,123.0,121.20999908447266,122.0199966430664,122.87999725341795,0.0,1374013440.0,0.007,0.8799972534179545,8.080807501221281,120.90899985177177,115.3181904384068,120.4980010986328,-2.6419785236852533,-4.652728432053958,127.69987080172689,102.93651007508672
2013-05-22 23:59:59,Bitcoin,BTC,124.0009994506836,122.0,122.88999938964844,123.88899993896484,0.0,1385778992.85,0.008,1.0090026855468892,7.948854054663415,122.290285382952,115.64671434674945,118.98999786376952,-2.1394336440980766,-4.150069474462782,128.5690004556319,102.724428237867
2013-05-23 23:59:59,Bitcoin,BTC,126.93399810791016,123.0999984741211,123.8000030517578,126.6999969482422,0.0,1417769832.5,0.023,2.810997009277358,7.969403835671847,123.42457035609654,116.67004757835751,119.0,-1.4970818129794452,-3.6194719421661152,129.52450978601536,103.81558537069967
2013-05-24 23:59:59,Bitcoin,BTC,133.85000610351562,125.71900177001952,126.3000030517578,133.19999694824222,0.0,1491070770.0,0.055,6.500000000000014,8.508710144331463,124.87957000732422,118.35814267113095,119.87999725341795,-0.4582354289067041,-2.987224639514233,130.03387864927808,106.68240669298383
2013-05-25 23:59:59,Bitcoin,BTC,133.218994140625,128.89999389648438,133.10000610351562,131.97999572753906,0.0,1477958233.0,-0.008,-1.2200012207031534,8.774477196225792,126.0912835257394,119.28576151529948,120.88899993896484,0.2635755772355992,-2.3370645961642666,132.05119207733583,106.52033095326314
2013-05-26 23:59:59,Bitcoin,BTC,136.0,130.61500549316406,131.98599243164062,133.47999572753906,0.0,1495293015.0,0.011,1.5,9.073428712068132,127.73271179199219,120.12242780412946,123.6999969482422,0.9457514301706169,-1.68050139089729,134.19482213418743,106.05003347407148
2013-05-27 23:59:59,Bitcoin,BTC,135.46499633789062,124.6999969482422,133.5,129.7449951171875,0.0,1454029509.62,-0.028,-3.7350006103515625,9.023644144222995,128.8391396658761,120.95314171200707,130.19999694824222,1.171493130303375,-1.110102486657157,135.1452034794846,106.76107994452954
2013-05-28 23:59:59,Bitcoin,BTC,130.58000183105472,125.5999984741211,129.77000427246094,129.0,0.0,1446189975.0,-0.006,-0.7449951171875,8.913026981398918,129.71342577253068,121.7864750453404,128.97999572753906,1.275576126696663,-0.632966763986393,135.699632794794,107.87331729588678
2013-05-29 23:59:59,Bitcoin,BTC,132.58999633789062,127.66200256347656,129.0,132.30000305175778,0.0,1483734577.5,0.026,3.300003051757784,8.97077227278739,130.91499764578683,122.67857033865792,130.47999572753906,1.6058342604590194,-0.18520655909731049,136.77910487338227,108.57803580393357
2013-05-30 23:59:59,Bitcoin,BTC,132.25,127.0,132.25,128.79899597167972,0.0,1445053940.55,-0.026,-3.501007080078068,8.81430129891174,131.21485464913505,123.44661785307385,126.7449951171875,1.5670007889508497,0.16523491051232156,137.0040927448475,109.88914296130021
2013-05-31 23:59:59,Bitcoin,BTC,129.89999389648438,126.4000015258789,128.79899597167972,129.0,0.0,1447870200.0,0.002,0.20100402832028408,8.661171093341379,130.61485508510046,124.00852276030041,126.0,1.5347526549691253,0.43913845940368235,137.45631014801896,110.56073537258186
2013-06-01 23:59:59,Bitcoin,BTC,129.77999877929688,127.1989974975586,128.81500244140622,129.30000305175778,0.0,1451916165.0,0.004,0.3000030517577841,8.515236784978468,130.23199898856026,124.6779040382022,129.30000305175778,1.5159288315627606,0.654496533835498,137.68536911791693,111.67043895848745
